batch_size,data_loss_wlpr,data_loss_womr,data_loss_fw,data_loss,physics_weight,physics_loss,epoch
2.0,0.7619402408599854,0.1366504579782486,0.8114666938781738,0.5700191259384155,0.0,0.0,1
2.0,0.8290101885795593,0.3042007386684418,0.745159924030304,0.6261236667633057,0.0,0.0,1
2.0,0.77496737241745,0.44906097650527954,0.7332423329353333,0.6524235606193542,0.0,0.0,1
2.0,0.8375510573387146,0.8483589291572571,0.7049946188926697,0.7969682216644287,0.0,0.0,1
2.0,0.7823878526687622,1.2397077083587646,0.498460590839386,0.8401854038238525,0.0,0.0,1
2.0,0.8499103784561157,0.7011746168136597,0.6298279762268066,0.7269710302352905,0.0,0.0,1
2.0,0.8606796264648438,0.6931656002998352,0.5994918346405029,0.7177790403366089,0.0,0.0,1
2.0,0.7302864193916321,0.677058219909668,0.5895463824272156,0.6656303405761719,0.0,0.0,1
2.0,0.8194035291671753,0.21943244338035583,0.6910150647163391,0.5766170620918274,0.0,0.0,1
2.0,0.7332325577735901,0.6729127764701843,0.5788627862930298,0.6616694331169128,0.0,0.0,1
2.0,0.7791586518287659,0.40981554985046387,0.5369324684143066,0.575302243232727,0.0,0.0,1
2.0,0.7223875522613525,0.09453663229942322,0.7294108867645264,0.5154450535774231,0.0,0.0,1
2.0,0.7771760821342468,0.1439296007156372,0.5715630650520325,0.49755626916885376,0.0,0.0,1
2.0,0.8179086446762085,0.19618982076644897,0.5986378788948059,0.537578821182251,0.0,0.0,1
2.0,0.7645456194877625,0.5484062433242798,0.5533515214920044,0.6221011281013489,0.0,0.0,1
2.0,0.7695275545120239,0.41440099477767944,0.6637288928031921,0.615885853767395,0.0,0.0,1
2.0,0.8024758696556091,0.24965476989746094,0.4890342056751251,0.5137216448783875,0.0,0.0,1
2.0,0.8170729279518127,0.2023528516292572,0.5933542847633362,0.5375933647155762,0.0,0.0,1
2.0,0.7278730273246765,0.8029506206512451,0.5014792084693909,0.6774343252182007,0.0,0.0,1
2.0,0.7565765976905823,0.5651636123657227,0.525542676448822,0.6157609820365906,0.0,0.0,1
2.0,0.7628135085105896,0.49332067370414734,0.4980165660381317,0.5847169160842896,0.0,0.0,1
2.0,0.704157829284668,1.0483218431472778,0.41956502199172974,0.724014937877655,0.0,0.0,1
2.0,0.7328135967254639,1.4875890016555786,0.38908395171165466,0.8698288798332214,0.0,0.0,1
2.0,0.7746633887290955,1.2654913663864136,0.4626016318798065,0.834252119064331,0.0,0.0,1
1.0,0.8667981028556824,0.5262463688850403,0.6549326777458191,0.6826590895652771,0.0,0.0,1
