prod_id,inj_id,distance_m,metric_distance_m,direction_factor,direction_cosine,kernel_type,kernel_params,kernel_score,weight,lag,tau,corr,granger_score,mutual_info,psd_corr,conditional_mi,causal_score,overlap,lower_bound,upper_bound,t_diff_days,t_front_days
23,36,1224.3608392399728,1224.3601596607145,1.0,,idw,{'p': 4.0},10.449543656138275,0.005254621960598879,2,2.0,0.21969317392619506,0.011309189167315539,0.3647016082011087,0.887793423176793,0.41628804649675066,0.3533705902787643,179,1,2,5.063067550654342,35.06306755065434
27,15,474.54065025138823,474.53957542128177,1.0,,idw,{'p': 4.0},10.449543656138275,0.5151850083238962,1,1.0,0.8714498183270971,2.741102051000974e-05,0.4594685904713347,0.964750951388166,0.46499296134781104,0.4005493054783838,180,1,2,0.7605717980347284,30.76057179803473
27,26,899.7946463969655,899.7931700033294,1.0,,idw,{'p': 4.0},10.449543656138275,0.039999342459388715,1,1.0,0.8766894850207504,0.011742271381041315,0.4443197613919217,0.9662637188080592,0.4547907873475178,0.39887708526468046,180,1,2,2.734517629298515,32.734517629298516
27,1,1349.9915507505812,1349.9748749506264,1.0,,idw,{'p': 4.0},10.449543656138275,0.0074917468192115455,2,2.0,0.806067606465373,0.1303006381015076,0.4040437880176036,0.9619218076608913,0.38788486119399646,0.41738545045208647,179,1,2,6.1552644229393145,36.15526442293931
27,34,537.0401935248049,537.0386441971935,1.0,,idw,{'p': 4.0},10.449543656138275,0.32027099387950686,2,2.0,0.8645479849213432,0.12430989779539947,0.4621810838931163,0.9640157713359263,0.4642393822341921,0.4446018509986388,179,1,2,0.9741064490055772,30.97410644900558
27,36,607.0383969833291,607.0073441170954,1.0,,idw,{'p': 4.0},10.449543656138275,0.11705290851799671,2,2.0,0.49816676727509196,0.01916085571100135,0.2795599078059585,0.8331146000896659,0.22887061373187223,0.29152778391835205,179,1,2,1.2444665686856982,31.2444665686857
3,24,815.9480869261479,815.9473044617774,1.0,,idw,{'p': 4.0},10.449543656138275,0.025108343561538595,1,1.0,0.8577609594628475,0.04685616916337274,0.416438327208848,0.923641685758035,0.33682987874964876,0.3765839763338892,180,1,2,2.2486381115210623,32.24863811152106
3,36,598.3129287254369,598.3081552009882,1.0,,idw,{'p': 4.0},10.449543656138275,0.04571365415365433,1,1.0,0.39243277217531186,0.032653831162704955,0.23319680155243358,0.8506837981108716,0.23515966551688014,0.2867985908223832,180,1,2,1.2090525798036842,31.209052579803686
3,1,468.7369201623018,468.7275741016738,1.0,,idw,{'p': 4.0},10.449543656138275,0.21383359745307326,2,2.0,0.7684767687367469,0.1458541893932884,0.37313330285929824,0.9121239187616121,0.29621897641512235,0.3898465873600312,179,1,2,0.7420554320119237,30.742055432011924
3,34,353.86272372347986,353.85417284666835,1.0,,idw,{'p': 4.0},10.449543656138275,0.7132927870327767,2,2.0,0.8539517511964821,0.06300174104454836,0.44230347511840606,0.918505688083624,0.34607682254796596,0.3903543129000334,179,1,2,0.4229061354649674,30.422906135464967
3,7,1177.2466328709588,1177.1697974829333,1.0,,idw,{'p': 4.0},10.449543656138275,0.0020516177989573004,2,2.0,0.24099821656727036,0.011816294669778014,0.2518151312709857,0.5944915114650478,0.19122037146744222,0.22726160052884392,179,1,2,4.680298634844977,34.68029863484497
31,15,310.3199920146945,310.30349247792884,1.0,,idw,{'p': 4.0},10.449543656138275,0.8920138664653094,1,1.0,0.88146717598296,0.05864917598366102,0.4678206010934636,0.9489378353776221,0.4584522464845147,0.4194287959705221,180,1,2,0.3252135785492821,30.32521357854928
31,26,616.6491775311224,616.6489232535882,1.0,,idw,{'p': 4.0},10.449543656138275,0.055923617947098415,1,1.0,0.8563883891457068,0.1044458204273604,0.4374955520175127,0.9453477696261922,0.40950478570371507,0.4182999745356256,180,1,2,1.2843142405284842,31.284314240528484
31,1,1521.3971958925422,1521.3904815232972,1.0,,idw,{'p': 4.0},10.449543656138275,0.0013131746121893498,2,2.0,0.7393470445957262,0.044082102728318744,0.39345431472095727,0.9259311651855764,0.35933497474979376,0.3725515096207831,179,1,2,7.81765917462782,37.81765917462782
31,34,760.7394288586931,760.7388964817367,1.0,,idw,{'p': 4.0},10.449543656138275,0.02343263545806337,2,2.0,0.8303306304389344,0.0710461483772196,0.4504339599470363,0.9328954755774832,0.4043715644805703,0.4072311697037199,179,1,2,1.954639124844691,31.95463912484469
31,36,630.2573311102063,630.2449531080438,1.0,,idw,{'p': 4.0},10.449543656138275,0.027316705517339352,2,2.0,0.41458059472951553,0.006076055607268534,0.25233791968750785,0.8412332649294316,0.26448660464436324,0.28574763905133715,179,1,2,1.3415723421065588,31.34157234210656
33,15,461.890945964564,461.8828188664737,1.0,,idw,{'p': 4.0},10.449543656138275,0.5010509447776221,1,1.0,0.9833049832103687,0.10500503736919028,0.485600653627239,0.9797612023014376,0.524089095747747,0.4569975639898378,180,1,2,0.7205414320242843,30.720541432024284
33,26,467.9512808695898,467.9203531237872,1.0,,idw,{'p': 4.0},10.449543656138275,0.491139430874135,1,1.0,0.9720280231027818,0.36937225502819576,0.46178765019153595,0.986895727703428,0.4765024319172443,0.5366710946456016,180,1,2,0.7395017656302493,30.739501765630248
33,1,2263.305916712597,2263.281745834188,1.0,,idw,{'p': 4.0},10.449543656138275,0.0007897135880452406,2,2.0,0.88092276046334,0.13257870408339326,0.41505403119083567,0.9924717248652682,0.43165243540801157,0.4341609660706937,179,1,2,17.301054908138077,47.30105490813808
33,34,1465.8501753597093,1465.8415108742452,1.0,,idw,{'p': 4.0},10.449543656138275,0.005194352157098584,2,2.0,0.9719023982776455,0.44580644624104476,0.48630329880926076,0.9922440370141302,0.4900714292054719,0.5738827676107907,179,1,2,7.2572047392203265,37.25720473922033
33,36,1379.8144976090227,1379.7790532226672,1.0,,idw,{'p': 4.0},10.449543656138275,0.001825558603098989,2,2.0,0.1738151026334338,0.013135503799785597,0.2946975401098477,0.8265549095289558,0.2767958059896524,0.29983704116711835,179,1,2,6.430051304263934,36.430051304263934
35,24,219.38758829213648,219.3827964919765,1.0,,idw,{'p': 4.0},10.449543656138275,0.9705935012271681,1,1.0,0.9723553085644899,0.050460341658106145,0.4753954822987275,0.8737671048142198,0.5672200474504637,0.4201161923503689,180,1,2,0.16255505500998224,30.16255505500998
35,1,549.881927791267,549.8817964903368,1.0,,idw,{'p': 4.0},10.449543656138275,0.022423253685709355,2,2.0,0.8605274412866455,0.08625802968060148,0.42426944312802384,0.9245561624425467,0.5326147323632902,0.4222745856696205,179,1,2,1.0212546071595774,31.021254607159577
35,34,1329.7128501514903,1329.7032985813037,1.0,,idw,{'p': 4.0},10.449543656138275,0.0007403596826089354,2,2.0,0.9613141984659787,0.23587946385542624,0.47229045924842283,0.9185468754975293,0.5605939666505176,0.49204342022100955,179,1,2,5.971794235877631,35.97179423587763
35,36,1510.399686058101,1510.3996741076216,1.0,,idw,{'p': 4.0},10.449543656138275,0.00011810228394027028,2,2.0,0.15018144954261262,0.018177955387057756,0.297908768060076,0.6888979090311098,0.36541308034908154,0.2883264586620772,179,1,2,7.705114725546248,37.705114725546245
35,7,528.3277092729567,528.2158758363951,1.0,,idw,{'p': 4.0},10.449543656138275,0.006124783120573321,2,2.0,0.09018149329351127,0.0073465974455821535,0.32807910220695974,0.5331592694371918,0.37009882782435866,0.2631417178291338,179,1,2,0.9423630370114539,30.942363037011454
38,24,354.58399444582955,354.57729300839344,1.0,,idw,{'p': 4.0},10.449543656138275,0.6226263078537773,1,1.0,0.978006551795097,0.0099534061276036,0.48345815927180336,0.9834105704957605,0.5587074932666697,0.4290093780153548,180,1,2,0.42463636474134675,30.424636364741346
38,34,852.84292371313,852.8417581401368,1.0,,idw,{'p': 4.0},10.449543656138275,0.021500962490890705,1,1.0,0.9776329207581471,0.8401021520644039,0.4957540562309672,0.9885384824735791,0.5625892899149093,0.7248580600737837,180,1,2,2.456587607255665,32.45658760725566
38,1,417.2411116363776,417.22184163770726,1.0,,idw,{'p': 4.0},10.449543656138275,0.33725318137381166,2,2.0,0.9030471953451921,0.6146563101241044,0.42837404963830283,0.9902652354164236,0.48338575119554156,0.6142028331975433,179,1,2,0.5879351351807517,30.58793513518075
38,36,1163.736424002828,1163.7313396789182,1.0,,idw,{'p': 4.0},10.449543656138275,0.0013850372219102998,2,2.0,0.1257281578623992,5.382271428063743e-05,0.30049137483518207,0.7977122953850868,0.34051000052559843,0.30078520955640997,179,1,2,4.5740489017768295,34.57404890177683
38,7,613.0065034469454,612.8349886129625,1.0,,idw,{'p': 4.0},10.449543656138275,0.017234511059610044,2,2.0,0.10153822837874678,0.13154014793444252,0.3268415093437795,0.6048891795786284,0.3396368995741677,0.31601487543203954,179,1,2,1.2684765650591419,31.268476565059142
40,15,476.27545847339246,476.2396526372412,1.0,,idw,{'p': 4.0},10.449543656138275,0.5050335187210002,1,1.0,0.8294909538920713,1.843037946200413e-05,0.4713667954973481,0.9467508894705214,0.45027233753932056,0.3983075178070185,180,1,2,0.7660311824435938,30.766031182443594
40,26,536.335266332739,536.325719980135,1.0,,idw,{'p': 4.0},10.449543656138275,0.31648793198199604,1,1.0,0.8392906835280516,0.012250652790288422,0.4615263407651304,0.9487603155031713,0.42805017229949527,0.39670521965169864,180,1,2,0.9715218933839137,30.971521893383915
40,34,885.3632012787127,885.3561241548456,1.0,,idw,{'p': 4.0},10.449543656138275,0.04311313712632376,1,1.0,0.8309070409508804,0.08853833776967654,0.46390205415020613,0.9526372511880405,0.45202677029248,0.4284905002459287,180,1,2,2.647471749082866,32.64747174908287
40,36,606.9017761914691,606.9003623696068,1.0,,idw,{'p': 4.0},10.449543656138275,0.1309390776248804,1,1.0,0.545450288996571,0.03470795266811585,0.32224938762812066,0.8157466653026029,0.2199432087630559,0.30496341409725575,180,1,2,1.2440279463944832,31.244027946394482
40,1,1560.7850005856699,1560.7838683345012,1.0,,idw,{'p': 4.0},10.449543656138275,0.004426334545799617,2,2.0,0.8195813811294365,0.16284138087859643,0.42337216506077185,0.9480910315343996,0.3851674424336076,0.43139945549766134,179,1,2,8.227746045557977,38.22774604555798
45,1,675.2334901423656,675.2197346863021,1.0,,idw,{'p': 4.0},10.449543656138275,0.1378231501322714,1,1.0,0.3717909771727371,0.00020183334955997502,0.38724076194924656,0.9299337359633687,0.4464670618029976,0.36919967672024334,180,1,2,1.5398754564136852,31.539875456413686
45,24,512.0817800889229,512.0449686297484,1.0,,idw,{'p': 4.0},10.449543656138275,0.39633311850858843,1,1.0,0.3327624226557361,0.008492702127339,0.4283095054259601,0.9389298767749042,0.4206217287163744,0.3823445320347937,180,1,2,0.8855468636689395,30.88554686366894
45,34,961.8999959777522,961.8507833141269,1.0,,idw,{'p': 4.0},10.449543656138275,0.03181529619574558,1,1.0,0.33323702072043676,0.004271818087992228,0.42716796077121283,0.935152895425561,0.4299863338077756,0.3811740537184397,180,1,2,3.124717423539058,33.12471742353906
45,7,546.1821259093068,546.1471617273223,1.0,,idw,{'p': 4.0},10.449543656138275,0.4203863592649268,1,1.0,0.5612035561410175,0.1315045218319015,0.34974335777084303,0.8256440218822925,0.3479187834121556,0.3682662118607003,180,1,2,1.0074295954670773,31.007429595467077
45,36,1336.6752050947941,1336.6662969923384,1.0,,idw,{'p': 4.0},10.449543656138275,0.01364207589846781,2,2.0,0.7153011522179363,0.08325663082202345,0.31063666307274335,0.860884142001619,0.2766167131962676,0.33600015508929515,179,1,2,6.034500653074087,36.03450065307409
48,1,459.87815515695,459.8723031348591,1.0,,idw,{'p': 4.0},10.449543656138275,0.4293443427178805,1,1.0,0.6562145282544112,0.03132089038087704,0.4561358782809748,0.9129467448427286,0.4408927777853086,0.39652634075394144,180,1,2,0.7142822385169468,30.714282238516947
48,24,890.0894056750478,890.0797310325406,1.0,,idw,{'p': 4.0},10.449543656138275,0.03012347043262473,1,1.0,0.6478556342331293,0.0005795881050034215,0.46723892082318885,0.9140449438564745,0.43090042034217035,0.3878185839063283,180,1,2,2.6757970202107217,32.67579702021072
48,34,527.4858453750585,527.4290563393718,1.0,,idw,{'p': 4.0},10.449543656138275,0.24360238246917615,1,1.0,0.6436440406033487,0.002226575969973843,0.4682543101081192,0.9156931789348545,0.4382092519552279,0.39012561820218167,180,1,2,0.9395576788018551,30.939557678801854
48,36,507.5185892388673,507.51036080360973,1.0,,idw,{'p': 4.0},10.449543656138275,0.2924821557609389,1,1.0,0.708259095711237,0.04448897208252652,0.362436480763452,0.8039710050302493,0.3188225798963591,0.33291967244842363,180,1,2,0.869931723917519,30.869931723917517
48,7,1316.5239231639846,1316.498572488056,1.0,,idw,{'p': 4.0},10.449543656138275,0.004447648619379758,1,1.0,0.44005899956601474,0.06688151680835418,0.3955117951518628,0.5673855502737911,0.3007093258310683,0.3006455783579013,180,1,2,5.853776382160223,35.85377638216022
50,1,583.0119142713776,583.00494824862,1.0,,idw,{'p': 4.0},10.449543656138275,0.27530620090488567,2,2.0,0.8259060958303739,0.07078091247602418,0.38844829613499837,0.9911880889209334,0.45117310850880316,0.4072213922676151,179,1,2,1.147994545886109,31.14799454588611
50,24,474.31536183083523,474.2922728326028,1.0,,idw,{'p': 4.0},10.449543656138275,0.6948678884227433,2,2.0,0.9224667964038372,0.13021844583451064,0.40870980801498574,0.9824207771965565,0.4764236681651404,0.4361371041106568,179,1,2,0.7597792725085325,30.75977927250853
50,34,1405.4549902881272,1405.430658846533,1.0,,idw,{'p': 4.0},10.449543656138275,0.008816487007646102,2,2.0,0.898364851323497,0.12025861806887984,0.40469131295768673,0.9887655873489498,0.47630072704489645,0.4326961367379384,179,1,2,6.67135712513762,36.67135712513762
50,36,1491.6950959809153,1491.6911754694777,1.0,,idw,{'p': 4.0},10.449543656138275,0.0025274569411051,2,2.0,0.22622319229021431,0.004108324360554548,0.34099677678102214,0.8143842026772448,0.2780612006922762,0.30832296719979113,179,1,2,7.5154187529855365,37.51541875298554
50,7,827.7763273014083,827.7410696833933,1.0,,idw,{'p': 4.0},10.449543656138275,0.018481966723619757,2,2.0,0.12006148830434149,0.0011344062419345944,0.35497044189570587,0.6027835345334088,0.27659832030590953,0.26893462970595705,179,1,2,2.3141118748897305,32.31411187488973
